zip,state,city,street1,street2
36988,Gyeongsangbuk-do,Mungyeong-si,,Singiyugok-gil
36990,Gyeongsangbuk-do,Mungyeong-si,,Singisandan 1-gil
36941,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Jeongjadong-gil
36941,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Sageunsaeteo-gil
36939,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Gotcheon-gil
36939,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Saebaljae-gil
36943,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Goedong-gil
36943,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Oraetgol-gil
36942,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Uigok 2-gil
36942,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Doyeon-gil
36939,Gyeongsangbuk-do,Mungyeong-si,Yeongsun-myeon,Ponae 1-gil
36946,Gyeongsangbuk-do,Mungyeong-si,,Dongchimma-gil
36971,Gyeongsangbuk-do,Mungyeong-si,,Jeomchon-ro
36973,Gyeongsangbuk-do,Mungyeong-si,,Munchang-gil
37449,Gyeongsangbuk-do,Cheongsong-gun,Andeok-myeon,Manan-gil
37441,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Hanso-gil
37440,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Budong-ro
37438,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Ijeonsaemaeul-gil
37440,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Bondong-gil
37437,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Sabusil-gil
37437,Gyeongsangbuk-do,Cheongsong-gun,Juwangsan-myeon,Sono-ro
37405,Gyeongsangbuk-do,Cheongsong-gun,Jinbo-myeon,Yangjeong-gil
37432,Gyeongsangbuk-do,Cheongsong-gun,Cheongsong-eup,Girancheongsong-ro
37431,Gyeongsangbuk-do,Cheongsong-gun,Cheongsong-eup,Hyeonchung-ro
37428,Gyeongsangbuk-do,Cheongsong-gun,Cheongsong-eup,Wolmak 3-gil
37431,Gyeongsangbuk-do,Cheongsong-gun,Cheongsong-eup,Geumwol-ro
39818,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Deoksan 4-gil
39805,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Inpyeongjungang-ro
39805,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Oeyul 3-gil
39814,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Geumo-daero 4-gil
39808,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Inpyeongjungang-ro
39808,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Ansan 1-gil
39811,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Buksam-ro
39808,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Inpyeong 8-gil
39813,Gyeongsangbuk-do,Chilgok-gun,Buksam-eup,Geumo-daero
39844,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,Namyul-ro 10-gil
39831,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,3gongdan-ro
39839,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,Bukjungni 1-gil
39833,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,Janggok-gil
39836,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,Dongjungni 1-gil
39842,Gyeongsangbuk-do,Chilgok-gun,Seokjeok-eup,Namgumi-ro
39819,Gyeongsangbuk-do,Chilgok-gun,Yangmok-myeon,Dongan 6-gil
39824,Gyeongsangbuk-do,Chilgok-gun,Yangmok-myeon,Bokseong 7-gil
39823,Gyeongsangbuk-do,Chilgok-gun,Yangmok-myeon,Chilgok-daero
39821,Gyeongsangbuk-do,Chilgok-gun,Yangmok-myeon,Gyo 5-gil
39910,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Gongdan-ro 8-gil
39910,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Gongdan-ro 11-gil
39909,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Gongdan-ro 3-gil
39910,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,2saneopdanji 3-gil
39909,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Daro 3-gil
39879,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Seokjeon-ro 10-gil
39901,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Pyeongjang 6-gil
39895,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Gwanmun-ro
39892,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Jungang-ro 6-gil
39886,Gyeongsangbuk-do,Chilgok-gun,Waegwan-eup,Jungang-ro 1-gil
41757,Daegu,Seo-gu,,Waryong-ro 100-gil
41752,Daegu,Seo-gu,,Munhwa-ro 3-gil
41759,Daegu,Seo-gu,,Gukchaebosang-ro 21-gil
41842,Daegu,Seo-gu,,Dangsan-ro 67-gil
41841,Daegu,Seo-gu,,Gukchaebosang-ro 20-gil
41836,Daegu,Seo-gu,,Gukchaebosang-ro 34an-gil
41839,Daegu,Seo-gu,,Pyeongni-ro
41822,Daegu,Seo-gu,,Tonghak-ro 16-gil
41771,Daegu,Seo-gu,,Tonghak-ro 39-gil
41787,Daegu,Seo-gu,,Tonghak-ro 32-gil
41765,Daegu,Seo-gu,,Gukchaebosang-ro 43-gil
41835,Daegu,Seo-gu,,Seodaegu-ro 19-gil
41785,Daegu,Seo-gu,,Tonghak-ro 38-gil
41788,Daegu,Seo-gu,,Gukchaebosang-ro 67-gil
41768,Daegu,Seo-gu,,Seodaegu-ro 29-gil
41745,Daegu,Seo-gu,,Bukbisan-ro
41773,Daegu,Seo-gu,,Munhwa-ro 49-gil
41840,Daegu,Seo-gu,,Pyeongni-ro
41821,Daegu,Seo-gu,,Pyeongni-ro
41770,Daegu,Seo-gu,,Seodaegu-ro
41771,Daegu,Seo-gu,,Seodaegu-ro 44-gil
42173,Daegu,Suseong-gu,,Deuran-ro
42175,Daegu,Suseong-gu,,Dongdaegu-ro
42169,Daegu,Suseong-gu,,Deuran-ro 18-gil
42174,Daegu,Suseong-gu,,Muhak-ro
42205,Daegu,Suseong-gu,,Jibeom-ro
42171,Daegu,Suseong-gu,,Dongdaegu-ro 15-gil
42059,Daegu,Suseong-gu,,Manchon-ro 4-gil
42054,Daegu,Suseong-gu,,Dongwon-ro
42057,Daegu,Suseong-gu,,Manchon-ro 5-gil
42054,Daegu,Suseong-gu,,Gukchaebosang-ro 204-gil
42050,Daegu,Suseong-gu,,Chungui-ro 8-gil
42075,Daegu,Suseong-gu,,Gyohak-ro
42048,Daegu,Suseong-gu,,Gukchaebosang-ro
42054,Daegu,Suseong-gu,,Manchon-ro
42064,Daegu,Suseong-gu,,Hwarang-ro 34-gil
42062,Daegu,Suseong-gu,,Manchon-ro
42268,Daegu,Suseong-gu,,Dalgubeol-daero 625-gil
42268,Daegu,Suseong-gu,,Dalgubeol-daero 631-gil
42271,Daegu,Suseong-gu,,Dalgubeol-daero 637-gil
42191,Daegu,Suseong-gu,,Yonghak-ro
42198,Daegu,Suseong-gu,,Jibeom-ro
42211,Daegu,Suseong-gu,,Beoman-ro
42240,Daegu,Suseong-gu,,Beoman-ro 16-gil
42246,Daegu,Suseong-gu,,Jibeom-ro 52-gil
42030,Daegu,Suseong-gu,,Dalgubeol-daero 501-gil
42013,Daegu,Suseong-gu,,Dongdaegu-ro
42093,Daegu,Suseong-gu,,Beomeo-ro 16-gil
42117,Daegu,Suseong-gu,,Dongdaegu-ro
42081,Daegu,Suseong-gu,,Cheongho-ro 84an-gil
42141,Daegu,Suseong-gu,,Cheongsol-ro 14-gil
42117,Daegu,Suseong-gu,,Dongdaegu-ro 59-gil
42091,Daegu,Suseong-gu,,Cheongho-ro 85an-gil
42028,Daegu,Suseong-gu,,Dalgubeol-daero
42135,Daegu,Suseong-gu,,Myeongdeok-ro 76-gil
42128,Daegu,Suseong-gu,,Myeongdeok-ro 73-gil
42130,Daegu,Suseong-gu,,Suseong-ro 57-gil
42128,Daegu,Suseong-gu,,Dalgubeol-daero 458-gil
42127,Daegu,Suseong-gu,,Sincheondong-ro
42132,Daegu,Suseong-gu,,Deuran-ro
42119,Daegu,Suseong-gu,,Cheongsol-ro
42142,Daegu,Suseong-gu,,Deuran-ro 46-gil
42115,Daegu,Suseong-gu,,Deuran-ro 60-gil
42138,Daegu,Suseong-gu,,Deuran-ro 50-gil
42001,Daegu,Suseong-gu,,Deuran-ro 73-gil
42007,Daegu,Suseong-gu,,Dalgubeol-daero
42000,Daegu,Suseong-gu,,Deuran-ro 81-gil
42016,Daegu,Suseong-gu,,Beomeocheon-ro
42000,Daegu,Suseong-gu,,Sincheondong-ro 96-gil
42286,Daegu,Suseong-gu,,Sinmae-ro
42274,Daegu,Suseong-gu,,Gosan-ro 18-gil
42250,Daegu,Suseong-gu,,Yagujeonseol-ro
42250,Daegu,Suseong-gu,,Dalgubeol-daero 574-gil
42151,Daegu,Suseong-gu,,Suseong-ro 38-gil
42154,Daegu,Suseong-gu,,Cheongsu-ro 3-gil
42134,Daegu,Suseong-gu,,Suseong-ro 50an-gil
42184,Daegu,Suseong-gu,,Muhak-ro 31-gil
42177,Daegu,Suseong-gu,,Dongdaegu-ro 12-gil
42216,Daegu,Suseong-gu,,Yonghak-ro 31an-gil
41938,Daegu,Jung-gu,,Dongseong-ro 6-gil
41968,Daegu,Jung-gu,,Jungang-daero
41976,Daegu,Jung-gu,,Namsan-ro 3an-gil
41967,Daegu,Jung-gu,,Myeongnyun-ro
41971,Daegu,Jung-gu,,Namsan-ro
41967,Daegu,Jung-gu,,Munugwan-gil
41964,Daegu,Jung-gu,,Namsan-ro
41978,Daegu,Jung-gu,,Namsan-ro 7-gil
41961,Daegu,Jung-gu,,Myeongnyun-ro 23-gil
41937,Daegu,Jung-gu,,Gukchaebosang-ro
41951,Daegu,Jung-gu,,Dalgubeol-daero
41955,Daegu,Jung-gu,,Myeongnyun-ro
41950,Daegu,Jung-gu,,Dongdeok-ro
41962,Daegu,Jung-gu,,Myeongdeok-ro 47-gil
41931,Daegu,Jung-gu,,Dalseong-ro
41905,Daegu,Jung-gu,,Gukchaebosang-ro 139-gil
41914,Daegu,Jung-gu,,Gyeongsanggamyeong-gil
41914,Daegu,Jung-gu,,Gukchaebosang-ro 131-gil
41944,Daegu,Jung-gu,,Gukchaebosang-ro
41907,Daegu,Jung-gu,,Sincheonseojjokjajeongeo-gil
49205,Busan,Seo-gu,,Bosu-daero 258beonga-gil
49239,Busan,Seo-gu,,Haedoji-ro
49238,Busan,Seo-gu,,Haedoji-ro 375beon-gil
49231,Busan,Seo-gu,,Haedoji-ro 408beon-gil
49231,Busan,Seo-gu,,Goundeul-ro 153beon-gil
49208,Busan,Seo-gu,,Daeti-ro 133beon-gil
49209,Busan,Seo-gu,,Kkonmaeul-ro 29beon-gil
49200,Busan,Seo-gu,,Kkonmaeul-ro
49254,Busan,Seo-gu,,Chungmu-daero 256beon-gil
49224,Busan,Seo-gu,,Gudeok-ro 186beon-gil
49246,Busan,Seo-gu,,Gudeok-ro 142beon-gil
48297,Busan,Suyeong-gu,,Gwangan-ro 35beon-gil
48243,Busan,Suyeong-gu,,Yeonsu-ro
48294,Busan,Suyeong-gu,,Suyeong-ro 588beon-gil
48297,Busan,Suyeong-gu,,Gwangan-ro
48257,Busan,Suyeong-gu,,Jangdaegol-ro 76beon-gil
48246,Busan,Suyeong-gu,,Gwangseo-ro 54beon-gil
48303,Busan,Suyeong-gu,,Namcheonbada-ro
48293,Busan,Suyeong-gu,,Muhak-ro 22beon-gil
48295,Busan,Suyeong-gu,,Suyeong-ro 594beon-gil
48257,Busan,Suyeong-gu,,Jangdaegol-ro
48248,Busan,Suyeong-gu,,Gwangseo-ro 9beon-gil
48249,Busan,Suyeong-gu,,Gwangil-ro 29beonga-gil
48244,Busan,Suyeong-gu,,Gwangseo-ro 36beon-gil
48256,Busan,Suyeong-gu,,Jangdaegol-ro 19beonga-gil
48257,Busan,Suyeong-gu,,Jangdaegol-ro 67beon-gil
48310,Busan,Suyeong-gu,,Gwanganhaebyeon-ro
48308,Busan,Suyeong-gu,,Namcheondong-ro 22beon-gil
48265,Busan,Suyeong-gu,,Hwangnyeongsan-ro 8beon-gil
48309,Busan,Suyeong-gu,,Suyeong-ro 408beon-gil
48311,Busan,Suyeong-gu,,Suyeong-ro 394beon-gil
48234,Busan,Suyeong-gu,,Mangmi-ro 30beon-gil
48209,Busan,Suyeong-gu,,Mangmibaesan-ro 48beon-gil
48209,Busan,Suyeong-gu,,Gwajeong-ro 55beon-gil
48209,Busan,Suyeong-gu,,Mangmibaesan-ro 24beon-gil
48216,Busan,Suyeong-gu,,Gurak-ro 81beon-gil
48209,Busan,Suyeong-gu,,Mangmibaesan-ro 36beon-gil
48203,Busan,Suyeong-gu,,Mangmibaesan-ro 10beon-gil
48234,Busan,Suyeong-gu,,Yeonsu-ro 296beon-gil
48204,Busan,Suyeong-gu,,Gwajeong-ro 61beon-gil
48215,Busan,Suyeong-gu,,Sumi-ro
48215,Busan,Suyeong-gu,,Jwasuyeong-ro 117beon-gil
48290,Busan,Suyeong-gu,,Millakbondong-ro 27beon-gil
48284,Busan,Suyeong-gu,,Gwangan-ro 61beon-gil
48277,Busan,Suyeong-gu,,Gwangnam-ro 213beon-gil
48288,Busan,Suyeong-gu,,Millakbondong-ro
48277,Busan,Suyeong-gu,,Gampo-ro 8beon-gil
48290,Busan,Suyeong-gu,,Gwangnam-ro 258beon-gil
48275,Busan,Suyeong-gu,,Gwangnam-ro 257beon-gil
48278,Busan,Suyeong-gu,,Gwanganhaebyeon-ro
48283,Busan,Suyeong-gu,,Gwanganhaebyeon-ro 294beon-gil
48225,Busan,Suyeong-gu,,Sumi-ro 50beon-gil
48232,Busan,Suyeong-gu,,Yeonsu-ro 415beon-gil
48224,Busan,Suyeong-gu,,Sumi-ro 14beon-gil
48225,Busan,Suyeong-gu,,Sumi-ro
48230,Busan,Suyeong-gu,,Mangmibeonyeong-ro 70beon-gil
48227,Busan,Suyeong-gu,,Gurak-ro
47525,Busan,Yeonje-gu,,World cup-daero 235beon-gil
47504,Busan,Yeonje-gu,,Jungang-daero 1251beon-gil
47502,Busan,Yeonje-gu,,Beobwonbuk-ro 3beon-gil
47534,Busan,Yeonje-gu,,Haemaji-ro 43beon-gil
47516,Busan,Yeonje-gu,,Geojecheon-ro 255beonga-gil
47520,Busan,Yeonje-gu,,Jungang-daero 1120beon-gil
47610,Busan,Yeonje-gu,,Mulman-ro 23beon-gil
47520,Busan,Yeonje-gu,,Jungang-daero 1134beon-gil
47539,Busan,Yeonje-gu,,World cup-daero
47557,Busan,Yeonje-gu,,Gwajeong-ro 237beon-gil
47570,Busan,Yeonje-gu,,Gobun-ro 236beon-gil
47565,Busan,Yeonje-gu,,Anyeon-ro 8beon-gil
47580,Busan,Yeonje-gu,,Gobun-ro 20beon-gil
47603,Busan,Yeonje-gu,,World cup-daero 19beon-gil
47551,Busan,Yeonje-gu,,Ssangmicheon-ro 161beon-gil
47545,Busan,Yeonje-gu,,Jungang-daero
47591,Busan,Yeonje-gu,,World cup-daero
47595,Busan,Yeonje-gu,,Baesanbuk-ro 23beon-gil
47599,Busan,Yeonje-gu,,Jungang-daero
47591,Busan,Yeonje-gu,,Daeri-ro 22beon-gil
47594,Busan,Yeonje-gu,,Baesan-ro 11beon-gil
47598,Busan,Yeonje-gu,,World cup-daero 79beon-gil
47572,Busan,Yeonje-gu,,Gobun-ro 236beon-gil
47550,Busan,Yeonje-gu,,Ssangmicheon-ro
47583,Busan,Yeonje-gu,,Gobun-ro
47519,Busan,Yeonje-gu,,Jungang-daero 1134beon-gil
47518,Busan,Yeonje-gu,,Sebyeong-ro 24beon-gil
47567,Busan,Yeonje-gu,,Gwajeong-ro 192beon-gil
47564,Busan,Yeonje-gu,,Anyeon-ro 7beon-gil
47604,Busan,Yeonje-gu,,Yeonsu-ro
47593,Busan,Yeonje-gu,,Yeonsu-ro
21024,Incheon,Gyeyang-gu,,Bangchuk-ro 53beon-gil
21024,Incheon,Gyeyang-gu,,Hwasan-ro
21028,Incheon,Gyeyang-gu,,Seobuganseon-ro
21035,Incheon,Gyeyang-gu,,Yongjong-ro
21072,Incheon,Gyeyang-gu,,Seounsandan-ro 5-gil
21073,Incheon,Gyeyang-gu,,Seoun-ro
21076,Incheon,Gyeyang-gu,,Seounsaneop-ro 50beon-gil
21075,Incheon,Gyeyang-gu,,Anaji-ro 551beon-gil
21005,Incheon,Gyeyang-gu,,Seonju-ro 54beon-gil
21062,Incheon,Gyeyang-gu,,Yongjong-ro
21065,Incheon,Gyeyang-gu,,Ojosangongwon-ro
21062,Incheon,Gyeyang-gu,,Yongmaru 2-gil
21063,Incheon,Gyeyang-gu,,Gyeyangmunhwa-ro
21005,Incheon,Gyeyang-gu,,Hwangeo-ro 255beon-gil
21004,Incheon,Gyeyang-gu,,Hwangeo-ro
21005,Incheon,Gyeyang-gu,,Hwangeo-ro 193beon-gil
21032,Incheon,Gyeyang-gu,,Imhakseo-ro
21034,Incheon,Gyeyang-gu,,Gyeyangsan-ro
21032,Incheon,Gyeyang-gu,,Gyeyangsan-ro
21025,Incheon,Gyeyang-gu,,Gyeyangsan-ro
21034,Incheon,Gyeyang-gu,,Jangje-ro
21034,Incheon,Gyeyang-gu,,Imhakdong-ro
21091,Incheon,Gyeyang-gu,,Bongo-daero 677beon-gil
21121,Incheon,Gyeyang-gu,,Anaji-ro 308beon-gil
21124,Incheon,Gyeyang-gu,,Hyoseo-ro 341beon-gil
21117,Incheon,Gyeyang-gu,,Hyoseo-ro
21047,Incheon,Gyeyang-gu,,Bongo-daero 655beon-gil
21116,Incheon,Gyeyang-gu,,Bongo-daero 706beon-gil
21115,Incheon,Gyeyang-gu,,Bongo-daero
21091,Incheon,Gyeyang-gu,,Jakjeonsijang-ro 10beon-gil
21115,Incheon,Gyeyang-gu,,Gyeyang-daero
21084,Incheon,Gyeyang-gu,,Jubuto-ro 460beon-gil
21083,Incheon,Gyeyang-gu,,Jangje-ro 743beon-gil
21080,Incheon,Gyeyang-gu,,Gyeyangmunhwa-ro
21006,Incheon,Gyeyang-gu,,Janggi-ro 14beon-gil
21007,Incheon,Gyeyang-gu,,Janggiseo-ro 16beon-gil
21106,Incheon,Gyeyang-gu,,Anaji-ro
21106,Incheon,Gyeyang-gu,,Anaji-ro 136beon-gil
21112,Incheon,Gyeyang-gu,,Hyoseo-ro
21100,Incheon,Gyeyang-gu,,Bongo-daero 499beon-gil
21098,Incheon,Gyeyang-gu,,Annam-ro 551beon-gil
21104,Incheon,Gyeyang-gu,,Saepul-ro
21095,Incheon,Gyeyang-gu,,Bongo-daero 569beon-gil
21092,Incheon,Gyeyang-gu,,Gilma-ro 1beon-gil
21112,Incheon,Gyeyang-gu,,Anaji-ro 197beon-gil
21553,Incheon,Namdong-gu,,Guwol-ro 52beon-gil
21508,Incheon,Namdong-gu,,Gyeongin-ro 653beon-gil
21551,Incheon,Namdong-gu,,Yesul-ro 282beon-gil
21548,Incheon,Namdong-gu,,Namdong-daero
21515,Incheon,Namdong-gu,,Manwolbuk-ro 44beon-gil
21505,Incheon,Namdong-gu,,Gyeongin-ro
21506,Incheon,Namdong-gu,,Juan-ro 259beon-gil
21544,Incheon,Namdong-gu,,Namdong-daero 922beon-gil
21550,Incheon,Namdong-gu,,Yesul-ro 302beon-gil
21506,Incheon,Namdong-gu,,Juan-ro 255beon-gil
21511,Incheon,Namdong-gu,,Ganseok-ro 88beon-gil
21551,Incheon,Namdong-gu,,Yesul-ro
21503,Incheon,Namdong-gu,,Bangchuk-ro 469beon-gil
21515,Incheon,Namdong-gu,,Pyeongon-ro
21687,Incheon,Namdong-gu,,Nonhyeongojan-ro 109beon-gil
21690,Incheon,Namdong-gu,,Namdongdong-ro 123beon-gil
21644,Incheon,Namdong-gu,,Hogupo-ro
21695,Incheon,Namdong-gu,,Namdongseo-ro 143beon-gil
21694,Incheon,Namdong-gu,,Namdongdong-ro 77beon-gil
21687,Incheon,Namdong-gu,,Cheongneung-daero 468beon-gil
21678,Incheon,Namdong-gu,,Gojan-ro 15beon-gil
21689,Incheon,Namdong-gu,,Hogupo-ro 44beon-gil
21683,Incheon,Namdong-gu,,Nonhyeongojan-ro
21633,Incheon,Namdong-gu,,Namdong-daero
21683,Incheon,Namdong-gu,,Je3gyeongin Expressway
21558,Incheon,Namdong-gu,,Mirae-ro
21563,Incheon,Namdong-gu,,Inju-daero
21548,Incheon,Namdong-gu,,Yongcheon-ro 115beon-gil
21564,Incheon,Namdong-gu,,Yongcheon-ro 11beon-gil
21565,Incheon,Namdong-gu,,Inju-daero 653beon-gil
21556,Incheon,Namdong-gu,,Inju-daero 623beon-gil
21560,Incheon,Namdong-gu,,Guwollam-ro 48beon-gil
21534,Incheon,Namdong-gu,,Guwol-ro
21534,Incheon,Namdong-gu,,Bokgaeseo-ro
21571,Incheon,Namdong-gu,,Seongmal-ro 53beon-gil
21585,Incheon,Namdong-gu,,Inha-ro
21573,Incheon,Namdong-gu,,Inha-ro 507beon-gil
21559,Incheon,Namdong-gu,,Guwollam-ro
21547,Incheon,Namdong-gu,,Guwol-ro 231beon-gil
21571,Incheon,Namdong-gu,,Namdong-daero 747beon-gil
21583,Incheon,Namdong-gu,,Seonsuchongongwon-ro
21588,Incheon,Namdong-gu,,Inju-daero
21575,Incheon,Namdong-gu,,Inha-ro 511beon-gil
21584,Incheon,Namdong-gu,,Inha-ro
21575,Incheon,Namdong-gu,,Namdong-daero
21548,Incheon,Namdong-gu,,Yongcheon-ro 97beon-gil
21563,Incheon,Namdong-gu,,Hogupo-ro
21562,Incheon,Namdong-gu,,Guwol-ro
21629,Incheon,Namdong-gu,,Namdong-daero
21626,Incheon,Namdong-gu,,Namchon-ro 108beon-gil
21626,Incheon,Namdong-gu,,Namchondong-ro 35beon-gil
21625,Incheon,Namdong-gu,,Namchon-ro 84beon-gil
21590,Incheon,Namdong-gu,,Hogupo-ro
21642,Incheon,Namdong-gu,,Namdongdong-ro
21653,Incheon,Namdong-gu,,Nongogae-ro
21667,Incheon,Namdong-gu,,Nongogae-ro 68beon-gil
21636,Incheon,Namdong-gu,,Nongok-ro 77beon-gil
21681,Incheon,Namdong-gu,,Aenggogae-ro
21665,Incheon,Namdong-gu,,Cheongneung-daero 611beon-gil
21664,Incheon,Namdong-gu,,Nonhyeon-ro
21658,Incheon,Namdong-gu,,Nongogae-ro 188beon-gil
21647,Incheon,Namdong-gu,,Sugol-ro
21658,Incheon,Namdong-gu,,Nongogae-ro
21648,Incheon,Namdong-gu,,Sugol-ro 54beon-gil
21634,Incheon,Namdong-gu,,Namdongseo-ro 285beon-gil
21656,Incheon,Namdong-gu,,Nongogae-ro
21646,Incheon,Namdong-gu,,Sugol-ro 97beon-gil
21529,Incheon,Namdong-gu,,Insunam-ro
21522,Incheon,Namdong-gu,,Suhyeon-ro 119beon-gil
21519,Incheon,Namdong-gu,,Seopan-ro
21525,Incheon,Namdong-gu,,Baekbeom-ro
21543,Incheon,Namdong-gu,,Guwolmal-ro 100beon-gil
21535,Incheon,Namdong-gu,,Guwollam-ro 327beon-gil
21524,Incheon,Namdong-gu,,Mansu-ro 5beon-gil
21596,Incheon,Namdong-gu,,Maesohol-ro
21532,Incheon,Namdong-gu,,Jangja-ro 45beon-gil
21531,Incheon,Namdong-gu,,Munemi-ro
21532,Incheon,Namdong-gu,,Jangja-ro 16beon-gil
21533,Incheon,Namdong-gu,,Manuigol-ro 189beon-gil
22555,Incheon,Dong-gu,,Geumgok-ro 47beon-gil
22562,Incheon,Dong-gu,,Geumchang-ro
22554,Incheon,Dong-gu,,Geumgok-ro 11beon-gil
22501,Incheon,Dong-gu,,Bose-ro
22505,Incheon,Dong-gu,,Hwadojin-ro
22510,Incheon,Dong-gu,,Hwadojin-ro
22539,Incheon,Dong-gu,,Saetgol-ro 194beon-gil
22575,Incheon,Dong-gu,,Dongsan-ro
22543,Incheon,Dong-gu,,Saetgol-ro 157beon-gil
22531,Incheon,Dong-gu,,Bongsu-daero 96beon-gil
22542,Incheon,Dong-gu,,Seohae-daero 550beon-gil
22540,Incheon,Dong-gu,,Saetgol-ro 171beon-gil
22544,Incheon,Dong-gu,,Saetgol-ro 162beon-gil
22557,Incheon,Dong-gu,,Geumgok-ro 91beon-gil
22559,Incheon,Dong-gu,,Geumgok-ro 108beon-gil
22560,Incheon,Dong-gu,,Dongsan-ro
22569,Incheon,Dong-gu,,Bongsu-daero 8beon-gil
22535,Incheon,Dong-gu,,Songmi-ro
22549,Incheon,Dong-gu,,Hwadojin-ro 56beon-gil
22565,Incheon,Dong-gu,,Ugak-ro 62beon-gil
22502,Incheon,Dong-gu,,Injung-ro
22512,Incheon,Dong-gu,,Hwasu-ro
22513,Incheon,Dong-gu,,Hwasu-ro 74beon-gil
22517,Incheon,Dong-gu,,Hwado-ro 51beon-gil
22503,Incheon,Dong-gu,,Jemullyang-ro
22521,Incheon,Dong-gu,,Hwadojin-ro 88beon-gil
22517,Incheon,Dong-gu,,Hwado-ro 50beon-gil
22517,Incheon,Dong-gu,,Ssangumul-ro 73beon-gil
22513,Incheon,Dong-gu,,Hwasu-ro
22519,Incheon,Dong-gu,,Hwapyeong-ro 14beon-gil
22240,Incheon,Michuhol-gu,,Gyeongwon-daero 712beon-gil
22232,Incheon,Michuhol-gu,,Gyeongwon-daero
22119,Incheon,Michuhol-gu,,Sukgol-ro 8beon-gil
22153,Incheon,Michuhol-gu,,Michuhol-daero 669beon-gil
22108,Incheon,Michuhol-gu,,Songnim-ro 307beon-gil
22166,Incheon,Michuhol-gu,,Subong-ro 171beon-gil
22100,Incheon,Michuhol-gu,,Sukgol-ro 95beon-gil
22117,Incheon,Michuhol-gu,,Janggogae-ro
22166,Incheon,Michuhol-gu,,Gyeongin-ro 268beon-gil
22113,Incheon,Michuhol-gu,,Yeomjeon-ro
22137,Incheon,Michuhol-gu,,Hannaru-ro 599beon-gil
22153,Incheon,Michuhol-gu,,Hannaru-ro
57156,Jeollanam-do,Hampyeong-gun,Hampyeong-eup,Namil-gil
57143,Jeollanam-do,Hampyeong-gun,Hampyeong-eup,Gonjae-ro
57138,Jeollanam-do,Hampyeong-gun,Hampyeong-eup,Namil-gil
57136,Jeollanam-do,Hampyeong-gun,Hampyeong-eup,Hannari-gil
02480,Seoul,Dongdaemun-gu,,Gyeongdongsijang-ro
02576,Seoul,Dongdaemun-gu,,Wangsan-ro 19-gil
07067,Seoul,Dongjak-gu,,Sindaebang 14-gil
06910,Seoul,Dongjak-gu,,Heukseok-ro 13ga-gil
25271,Gangwon-do,Hoengseong-gun,Anheung-myeon,Jucheongang-ro
25268,Gangwon-do,Hoengseong-gun,Anheung-myeon,Bonghwa-ro sosa 9-gil
25269,Gangwon-do,Hoengseong-gun,Anheung-myeon,Gangbyeon-ro jigu 5-gil
25245,Gangwon-do,Hoengseong-gun,Ucheon-myeon,Gyeonggang-ro jeonggeum 2-gil
25247,Gangwon-do,Hoengseong-gun,Ucheon-myeon,Hadae 5-gil
10059,Gyeonggi-do,Gimpo-si,Yangchon-eup,Yanggok 1-ro 40beon-gil
10059,Gyeonggi-do,Gimpo-si,Yangchon-eup,Yanggok-ro 532beon-gil
10057,Gyeonggi-do,Gimpo-si,Yangchon-eup,Yanggok 4-ro
10057,Gyeonggi-do,Gimpo-si,Yangchon-eup,Heungsin-ro
